FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,duration,price
EPSRC,EP/V008242/1,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,Serb,Alexantrou,NA,NA,NA,NA,NA,NA,Autonomous NAnotech GRAph Memory (ANAGRAM),2021-06-01,2024-05-31,347274,NA,NA,Active,Artificial Intelligence,Electronic Devices & Subsys.,Fundamentals of Computing,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V008242/1,18B8B288-503A-4810-B8E7-344404B44E58,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,432E318B-5F07-4B61-B55E-140B4E144032,1095,317.14520547945204
EPSRC,EP/G054304/1,University of Leeds,Sch of Computing,Research Grant,Shakhlevich,Natalia,NA,http://orcid.org/0000-0002-5225-4008,NA,NA,NA,NA,Quality of Service Provision for Grid Applications via Intelligent Scheduling,2009-10-01,2013-09-30,227068,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/G054304/1,8749FB06-9FAE-4E1F-B5E3-2D59DF3099DA,798CB33D-C79E-4578-83F2-72606407192C,83D87776-5958-42AE-889D-B8AECF16B468,241937B3-F673-4215-9272-669BEBADC431,1460,155.52602739726026
EPSRC,EP/S00128X/1,University of Bristol,Experimental Psychology,Fellowship,Fennell,John,NA,http://orcid.org/0000-0003-2991-3391,NA,NA,NA,NA,Automatic disease detection and monitoring in calves,2018-06-01,2021-05-31,609617,NA,NA,Active,Artificial Intelligence,Image & Vision Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S00128X/1,E20A9CD4-F398-4F1C-945A-23F48D2AE157,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,DEFF231D-1AD1-460E-915B-F09916BA97EF,1095,556.7278538812785
EPSRC,EP/V026607/1,University of Edinburgh,Sch of Informatics,Research Grant,Ramamoorthy,Subramanian,NA,NA,NA,NA,NA,NA,UKRI Trustworthy Autonomous Systems Node in Governance and Regulation,2020-11-01,2024-04-30,2631811,NA,NA,Active,Artificial Intelligence,Common Law inc. Commercial Law,Design Engineering,Ethics,Robotics & Autonomy,NA,https://gtr.ukri.org:443/projects?ref=EP/V026607/1,ECC41656-E7A0-41C5-B7C5-235847DF6D1D,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,A51380B1-3661-4185-AF46-B137C84D413B,1276,2062.547805642633
EPSRC,EP/P025501/1,"City, University of London",Computing,Research Grant,Turkay,Cagatay,NA,http://orcid.org/0000-0001-6788-251X,NA,NA,NA,NA,nlvis: Natural Language Interaction for Visual Data Analysis,2017-12-01,2019-05-31,100850,NA,NA,Closed,Artificial Intelligence,Computational Linguistics,Computer Graphics & Visual.,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P025501/1,CDD240DE-0813-45E8-91BB-21F28AF0ECEF,798CB33D-C79E-4578-83F2-72606407192C,CD35D908-C2AF-4C14-9BC4-519C775CDB6E,F50010C7-1ED1-42E1-B7C0-F1611D57E56C,546,184.7069597069597
EPSRC,EP/F067143/1,University of Southampton,Electronics and Computer Science,Research Grant,Jennings,Nick,NA,NA,NA,NA,NA,NA,AUTONOMIC SUPPLY CHAINS IN COMPUTATIONAL ECONOMIES,2008-04-01,2009-03-31,119785,NA,NA,Closed,Artificial Intelligence,Management & Business Studies,Manufact. Business Strategy,Software Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F067143/1,9AEA42D5-5AE0-48B3-AE8E-3538F68C2FB1,798CB33D-C79E-4578-83F2-72606407192C,30A429E3-83B7-4E41-99C0-14A144F07DFE,6BFA4E79-9131-41F4-8BB5-0F2969B17516,364,329.0796703296703
EPSRC,EP/J020915/1,Imperial College London,Dept of Computing,Research Grant,Toni,Francesca,NA,NA,NA,NA,NA,NA,Transparent Rational Decisions by Argumentation (TRaDAr),2012-09-20,2016-03-19,583832,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J020915/1,E5CD5BCB-A2ED-4772-9228-44FE604B3EAA,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,E3DE6553-E4BB-4C38-BDEA-E9B70C023368,1276,457.5485893416928
EPSRC,EP/E025188/1,Imperial College London,Dept of Computing,Research Grant,Sloman,Morris,NA,NA,NA,NA,NA,NA,AEDUS2: Adaptable Environments for Distributed Ubiquitous Systems,2007-08-01,2012-07-31,1107871,NA,NA,Closed,Artificial Intelligence,Mobile Computing,Networks & Distributed Systems,Software Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E025188/1,E7B61D0B-478C-4461-8E5A-42DED551BEB9,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,8FB10592-EF37-48A1-97D9-E3EB3E648AC8,1826,606.7201533406353
EPSRC,EP/F033834/1,Imperial College London,Dept of Computing,Research Grant,Colton,Simon,NA,NA,NA,NA,NA,NA,An Industry/Academia Research Network on Artificial Intelligence and Games Technologies,2007-11-01,2010-10-31,83361,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F033834/1,66AB2B88-DA93-4816-B04E-401510E9985F,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,F0F4BD12-F24A-4617-9BE9-615A9EE3AC1F,1095,76.12876712328767
EPSRC,EP/L023385/1,"Queen Mary, University of London",Sch of Electronic Eng & Computer Science,Research Grant,Hospedales,Timothy,Miguel,NA,NA,NA,NA,NA,Transfer Learning for Person Re-identification,2014-10-27,2015-12-26,98569,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/L023385/1,20FB69FA-7B65-48F9-8863-40254FCE11FC,798CB33D-C79E-4578-83F2-72606407192C,D5337A10-AC8A-402A-8164-C5F9CC6B0140,CB0CAE33-BE7E-4663-AED8-394C7FB665D0,425,231.92705882352942
EPSRC,EP/T023600/1,Imperial College London,Electrical and Electronic Engineering,Research Grant,Gunduz,Deniz,NA,NA,NA,NA,NA,NA,Communication-Aware Dynamic Edge Computing (CONNECT),2020-06-01,2023-05-31,274641,NA,NA,Active,Artificial Intelligence,RF & Microwave Technology,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T023600/1,F382EAE1-264F-4C8D-AB41-3EB87A1C38D1,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,219BB7EC-E92A-43AA-9DF6-0078A7AA5C81,1094,251.04296160877513
EPSRC,EP/P017401/1,University of Manchester,Chemistry,Research Grant,Cai,Yizhi,NA,NA,NA,NA,NA,NA,An engineering platform for rapid prototyping synthetic genetic networks,2017-10-01,2019-03-30,100794,NA,NA,Closed,Artificial Intelligence,Bioinformatics,Instrumentation Eng. & Dev.,Synthetic biology,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P017401/1,93B54102-7A06-4880-8716-50CD5BF987D7,798CB33D-C79E-4578-83F2-72606407192C,68D0E3C9-9246-4CFC-B5E9-48584CF82993,45AE8785-2A12-40E8-8612-15E085ED96BA,545,184.94311926605505
EPSRC,EP/D077680/1,Lancaster University,Communications Systems,Research Grant,Angelov,Plamen,Parvanov,NA,NA,NA,NA,NA,"2nd International Workshop on Evolving Fuzzy Systems EFS'06, Ambelside, Lake District, 7-9 September 2006",2006-07-01,2006-09-30,12768,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D077680/1,525693CF-D945-44CD-96DF-5E8C5F7AA707,798CB33D-C79E-4578-83F2-72606407192C,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,0BC22858-079C-42A9-91C7-93D44509F167,91,140.30769230769232
EPSRC,EP/G026858/1,University of Reading,Sch of Systems Engineering,Research Grant,Hong,Xia,NA,NA,NA,NA,NA,NA,Imbalanced Data Set Modelling and Classification for Life Threatening/ Safety Critical Applications,2009-10-01,2012-09-30,102020,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/G026858/1,F83982B3-BF02-448F-849A-636B3F900BBC,798CB33D-C79E-4578-83F2-72606407192C,E89C3602-0FB4-4044-A918-58966B8A10B2,9FB36229-A30F-4058-9526-AB65D558BA78,1095,93.1689497716895
EPSRC,EP/R032858/1,University of Strathclyde,Inst of Pharmacy and Biomedical Sci,Research Grant,Johnston,Blair,Fraser,NA,NA,NA,NA,NA,ARTICULAR: ARtificial inTelligence for Integrated ICT-enabled pharmaceUticaL mAnufactuRing,2018-07-01,2022-06-30,1965119,NA,NA,Active,Artificial Intelligence,Manufact. Enterprise Ops& Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R032858/1,D01EF67C-39A0-4A84-A670-604144E3424A,798CB33D-C79E-4578-83F2-72606407192C,5BB4F8BF-B4E0-4EAF-9AF5-885E19D64850,FEBBC7FC-36DC-4BA1-886D-AE15CFA8DABC,1460,1345.9719178082191
EPSRC,EP/J019615/1,University of Edinburgh,Sch of Philosophy Psychology & Language,Research Grant,Bard,Ellen Gurman,NA,NA,NA,NA,NA,NA,REFNET: An interdisciplinary network focussing on reference,2012-12-14,2016-04-01,44415,NA,NA,Closed,Artificial Intelligence,Cognitive Science Appl. in ICT,Comput./Corpus Linguistics,Human Communication in ICT,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J019615/1,5154D51C-8B68-4B0D-811D-64CDF691126C,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,E41D9E08-68DD-45F0-BFF6-AA27EC13AB2A,1204,36.88953488372093
EPSRC,EP/I006583/1,University of Cambridge,Engineering,Research Grant,Gales,Mark,NA,NA,NA,NA,NA,NA,Generative Kernels and Score Spaces for Classification of Speech,2011-02-01,2015-01-31,392127,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I006583/1,5EF2232F-55A3-443C-95D9-5518C4968A2F,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,17C73C17-B084-44B6-B454-7416B4792EF3,1460,268.5801369863014
EPSRC,EP/E042694/1,University of Cambridge,Engineering,Fellowship,Heller,Katherine,Ann,NA,NA,NA,NA,NA,Beyond Clustering: Unsupervised Modeling with Complex Representations,2008-02-28,2011-02-27,233241,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Statistics & Appl. Probability,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E042694/1,A7FBC55B-4E51-40D5-B8CB-70BF98634C0D,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,D99005E5-19F1-42C2-8310-FEC856A22AC7,1095,213.0054794520548
EPSRC,EP/H012338/1,University of Edinburgh,Sch of Informatics,Research Grant,Komura,Taku,NA,NA,NA,NA,NA,NA,Topology-based Motion Synthesis,2010-09-30,2014-02-28,458933,NA,NA,Closed,Artificial Intelligence,Control Engineering,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H012338/1,639D7213-0F3F-4865-A991-5D34B29D645C,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,318CDD1C-A802-4A29-8A15-C5885F37F55D,1247,368.0296712109062
EPSRC,EP/N002849/1,University of Stirling,Computing Science and Mathematics,Research Grant,Woodward,John,Robert,NA,NA,NA,NA,NA,FAIME: A Feature based Framework to Automatically Integrate and Improve Metaheuristics via Examples.,2015-10-01,2016-09-30,100064,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Software Engineering,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N002849/1,D2C85CEF-7602-4A7B-9012-6057DBF0F561,798CB33D-C79E-4578-83F2-72606407192C,C7510606-A36F-4725-A89B-9D592374972A,F28F49D1-AE89-448D-8B80-16BF4D8F7A89,365,274.14794520547946
EPSRC,EP/E010857/1,University of Bristol,Computer Science,Research Grant,Flach,Peter,NA,http://orcid.org/0000-0001-6857-5810,NA,NA,NA,NA,Learning the morphology of complex synthetic languages,2006-10-01,2010-09-30,376975,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E010857/1,3729B7EB-EC78-4D48-8BD1-4F2862FCBCAA,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,18DFA869-351A-43E8-B402-CD185FCCDE3A,1460,258.20205479452056
EPSRC,EP/N007115/1,University of Nottingham,School of Computer Science,Research Grant,Greensmith,Julie,NA,NA,NA,NA,NA,NA,ImmunoHopping: Creating New Nature Inspired Cyber Defences,2015-09-01,2017-06-15,101308,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N007115/1,EEF9B859-6CAF-43B4-89D6-51780D131126,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,DD516E0A-BADC-4502-91E2-91057B541396,653,155.14241960183767
EPSRC,EP/D02949X/1,University of Aberdeen,Computing Science,Research Grant,Guerin,Frank,NA,NA,NA,NA,NA,NA,Machine-Understandable Auctions,2006-01-16,2008-07-15,124316,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D02949X/1,EF01F1FE-28B2-4D9D-90E0-522062E1E39D,798CB33D-C79E-4578-83F2-72606407192C,F7E13617-2678-475B-99E4-31479C92038D,3E49F0E7-5396-4D24-92BF-7C2900ECF790,911,136.46103183315037
EPSRC,EP/P00542X/1,Middlesex University,Faculty of Science & Technology,Research Grant,Geng,Tao,NA,NA,NA,NA,NA,NA,A Neuromorphic Control System for Agile Biped Walking,2017-02-01,2020-07-31,456453,NA,NA,Closed,Artificial Intelligence,Control Engineering,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P00542X/1,CC7272D1-2FED-41A9-B061-489759E0F6E5,798CB33D-C79E-4578-83F2-72606407192C,AB979D25-DDBE-4C82-9D51-F38618FE37BD,B1AE6436-B190-497C-B738-5162F9A879F4,1276,357.7217868338558
EPSRC,EP/T024550/1,University of Cambridge,Vice-Chancellor's Office,Research Grant,Abell,Chris,NA,NA,NA,NA,NA,NA,EPSRC Capital Award for Core Equipment,2020-02-13,2021-08-12,850000,NA,NA,Active,Artificial Intelligence,Materials Characterisation,Optoelect. Devices & Circuits,Surfaces & Interfaces,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T024550/1,C37E91C0-B2F1-4AB6-9B22-54A22C5383CB,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,52235549-4546-46B7-8FE3-B73146F5AD3D,546,1556.7765567765568
EPSRC,EP/R032696/1,University of Bristol,Mechanical Engineering,Research Grant,Hicks,Ben,James,NA,NA,NA,NA,NA,Improving the product development process through integrated revision control and twinning of digital-physical models during prototyping,2018-08-01,2023-07-31,1653338,NA,NA,Active,Artificial Intelligence,Design Engineering,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R032696/1,31222879-8DBE-4B61-9EA9-61CB129E2293,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,65BFF537-7E02-4C67-9325-4DBF474578EF,1825,905.9386301369863
EPSRC,EP/N031962/1,Newcastle University,Sch of Computing,Research Grant,Krasnogor,Natalio,NA,NA,NA,NA,NA,NA,Synthetic Portabolomics: Leading the way at the crossroads of the Digital and the Bio Economies,2016-05-12,2022-03-31,4353850,NA,NA,Active,Artificial Intelligence,Bioinformatics,Fundamentals of Computing,Networks & Distributed Systems,New & Emerging Comp. Paradigms,NA,https://gtr.ukri.org:443/projects?ref=EP/N031962/1,6098EC5F-7935-4684-B452-600C87F8EDF9,798CB33D-C79E-4578-83F2-72606407192C,5E2B04DD-4A03-45ED-9892-61C5CCB8AC68,21C6DDE0-BAD0-4BE9-BC4D-6C9C3E5BC98C,2149,2025.9888320148907
EPSRC,EP/S016473/1,"Royal Holloway, University of London",Computer Science,Research Grant,Bernardini,Sara,NA,http://orcid.org/0000-0002-1021-6900,NA,NA,NA,NA,Shared Autonomy via Robust Task Planning and Argumentation (SHARPA),2018-10-08,2019-09-07,15868,NA,NA,Closed,Artificial Intelligence,Robotics & Autonomy,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S016473/1,9D34D1FA-2338-4112-9096-7FEE2EC625E8,798CB33D-C79E-4578-83F2-72606407192C,7A0397DD-E0C6-4EA3-8031-B841D2503C4D,84DEA4E1-6A2B-480D-A299-BA0BF2BEDB9C,334,47.50898203592814
EPSRC,EP/J011525/1,Loughborough University,Aeronautical and Automotive Engineering,Research Grant,Chen,Wen-Hua,NA,http://orcid.org/0000-0003-3356-2889,NA,NA,NA,NA,Towards More Autonomy for Unmanned Vehicles: Situational Awareness and Decision Making under Uncertainty,2012-03-01,2016-12-31,1006188,NA,NA,Closed,Artificial Intelligence,Robotics & Autonomy,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J011525/1,C535633D-D74E-4982-BFEF-6859CD52C2F4,798CB33D-C79E-4578-83F2-72606407192C,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,9E43E594-6E3C-4BC1-820E-3844B1D1DE98,1766,569.7553793884484
EPSRC,EP/K003445/1,Queen's University of Belfast,Electronics Electrical Eng and Comp Sci,Research Grant,Sezer,Sakir,NA,NA,NA,NA,NA,NA,Network in Internet and Mobile Malicious Software (NIMBUS),2012-11-01,2016-10-31,100347,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,Modelling & simul. of IT sys.,Networks & Distributed Systems,Software Engineering,NA,https://gtr.ukri.org:443/projects?ref=EP/K003445/1,C7C30806-E56E-42BC-BB3F-6A4C49D85120,798CB33D-C79E-4578-83F2-72606407192C,EC23DA53-CA73-4104-A3F6-2A9523484E69,1DE476BF-3DED-4398-BF43-9D403486F32C,1460,68.73082191780821
EPSRC,EP/K024043/1,University of Edinburgh,Sch of Informatics,Research Grant,Sutton,Charles,NA,NA,NA,NA,NA,NA,Statistical Natural Language Processing Methods for Computer Program Source Code,2013-10-01,2017-03-31,375601,NA,NA,Closed,Artificial Intelligence,Comput./Corpus Linguistics,Fundamentals of Computing,Software Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K024043/1,EC5CA48E-E752-4079-A91A-6C65A9BF4840,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,90C26767-4EC9-4D91-98FA-AE465F8EB1A5,1277,294.1276429130775
EPSRC,EP/H000968/1,University of Nottingham,School of Computer Science,Research Grant,John,Robert,Ivor,NA,NA,NA,NA,NA,Towards More Effective Computational Search,2010-02-22,2015-02-21,1010975,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H000968/1,58C6258C-560C-4FC8-A31C-6BC9835F53F7,798CB33D-C79E-4578-83F2-72606407192C,936D002F-A8D1-4A93-AE5D-825ED0903D8D,D5ECE1A2-F88F-4640-850F-B9CF4B8A74BE,1825,553.9589041095891
EPSRC,EP/M016870/1,University of Reading,Computer Science,Research Grant,Stahl,Frederic,Theodor,NA,NA,NA,NA,NA,Fast Generalised Rule Induction,2016-01-01,2017-03-31,97875,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M016870/1,6CCED8B0-6DD9-4A07-994E-7B9C485353EB,798CB33D-C79E-4578-83F2-72606407192C,E89C3602-0FB4-4044-A918-58966B8A10B2,775A9D4C-91A6-4794-A4C7-70E7D64D02C1,455,215.1098901098901
EPSRC,EP/R018634/1,University of Glasgow,School of Computing Science,Research Grant,Murray-Smith,Roderick,NA,NA,NA,NA,NA,NA,"Closed-Loop Data Science for Complex, Computationally- and Data-Intensive Analytics",2018-05-01,2023-04-30,3055464,NA,NA,Active,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R018634/1,A48263C5-3828-4A2E-BCA8-86C50C11FB4A,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,B313BEA5-9100-4BD6-BFCB-99990CE3DA22,1825,1674.2268493150684
EPSRC,EP/V050079/1,University of Bath,Architecture and Civil Engineering,Research Grant,Zang,Jun,NA,NA,NA,NA,NA,NA,Severe Storm Wave Loads on Offshore Wind Turbine Foundations (SEA-SWALLOWS),2021-07-01,2024-06-30,794580,NA,NA,Active,Artificial Intelligence,Coastal & Waterway Engineering,Fluid Dynamics,Structural Engineering,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V050079/1,CB6FBF2C-3C27-48F7-A27B-95B79D4B558C,798CB33D-C79E-4578-83F2-72606407192C,EAAD4D43-BD15-432B-9385-2DBD0C65958D,A77FAA59-24D4-4CBF-881F-E41760540E2A,1095,725.6438356164383
EPSRC,EP/D033640/1,University of Warwick,Warwick Business School,Research Grant,Robinson,Stewart,NA,NA,NA,NA,NA,NA,"Automating Simulation Output Analysis (AutoSimOA):Selection of Warm-up, Replications and Run-Length",2006-01-30,2009-01-29,158255,NA,NA,Closed,Artificial Intelligence,Mathematical Aspects of OR,Modelling & simul. of IT sys.,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D033640/1,A829AEF9-7EE4-4E75-A82E-96D6986AC296,798CB33D-C79E-4578-83F2-72606407192C,B6FB652A-60C3-48DD-9A33-075D1F759B48,69E34789-8E4A-424F-9026-679EE85AA0EF,1095,144.52511415525115
EPSRC,EP/S032428/1,University of Birmingham,Metallurgy and Materials,Research Grant,Stolkin,Rustam,NA,NA,NA,NA,NA,NA,Perception-guided robust and reproducible robotic grasping and manipulation,2019-04-01,2022-09-30,347725,NA,NA,Active,Artificial Intelligence,Image & Vision Computing,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S032428/1,CCF4AF99-B306-4507-9C7E-8B01A6C41158,798CB33D-C79E-4578-83F2-72606407192C,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,A8F0EB1E-B82D-4DCA-BE2F-0F62A7EA71C2,1278,272.085289514867
EPSRC,EP/R035806/1,Imperial College London,Dept of Bioengineering,Fellowship,Clopath,Claudia,NA,NA,NA,NA,NA,NA,Brain--inspired disinhihbitory learning rule for continual learning tasks in artificial neural networks,2019-04-01,2024-03-31,1040501,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R035806/1,BA3EC168-0132-4E62-A78E-892C6D7F0F0E,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,CDF923FF-7827-4747-B374-3D1EBB038497,1826,569.8253012048193
EPSRC,EP/T033967/1,University of Edinburgh,Sch of Philosophy Psychology & Language,Research Grant,Bramley,Neil,Robert,http://orcid.org/0000-0002-4141-8476,NA,NA,NA,NA,Computational constructivism: The algorithmic basis of discovery,2021-04-01,2024-03-31,649874,NA,NA,Active,Artificial Intelligence,Human Communication in ICT,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T033967/1,D7B887DD-5E5D-48E0-99FA-76CF4FB8385E,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,47B46637-4E1A-4379-A676-F99DE745DA20,1095,593.4922374429224
EPSRC,EP/P029558/1,Imperial College London,Dept of Surgery and Cancer,Research Grant,Darzi,Ara,Warkes,NA,NA,NA,NA,NA,"ROAD2H: Resource Optimisation, Argumentation, Decision Support and Knowledge Transfer to Create Value via Learning Health Systems",2017-05-01,2021-12-31,1515899,NA,NA,Active,Artificial Intelligence,GCRF,Mathematical Aspects of OR,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P029558/1,C44A939C-41EA-4565-BE88-87E219D53498,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,F79C4700-36E9-45D1-9DC0-51C1904430A0,1705,889.0903225806452
EPSRC,EP/R044937/1,University of Exeter,Business and Management,Research Grant,Maull,Roger,NA,http://orcid.org/0000-0001-8094-018X,NA,NA,NA,NA,Digitally Enhanced Advanced Services Network+,2018-10-01,2021-09-30,1116751,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Information & Knowledge Mgmt,Transport Ops & Management,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R044937/1,74C75210-3671-4A88-AA90-805DCD4FD2BF,798CB33D-C79E-4578-83F2-72606407192C,961756BF-E31F-4A13-836F-0A09BA02385C,A2FF5EEA-946E-4411-8619-0AC98877AC23,1095,1019.8639269406393
EPSRC,EP/H02977X/1,Goldsmiths College,Computing Department,Research Grant,Gillies,Marco,NA,NA,NA,NA,NA,NA,Performance based expressive virtual characters,2010-09-21,2012-03-01,100635,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,Multimedia,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/H02977X/1,C6F35F14-A777-41AB-9F7C-8246570848B8,798CB33D-C79E-4578-83F2-72606407192C,A9B1866C-EE3E-4D81-A83C-118745E9433E,7BC9A903-9FEA-492B-9E8F-FF9096A5700C,527,190.95825426944972
EPSRC,EP/R012261/1,University of Kent,Sch of Computing,Research Grant,Grigore,Radu,NA,NA,NA,NA,NA,NA,Fast Runtime Verification via Machine Learning,2018-01-01,2020-06-30,100917,NA,NA,Closed,Artificial Intelligence,Software Engineering,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R012261/1,89FC94D8-2344-4ED8-B1BE-8E950A546137,798CB33D-C79E-4578-83F2-72606407192C,C6D0044A-2CD2-4167-B90B-922AF53E361F,EE371CA8-B2B4-4714-A62C-F207A9300F2A,911,110.77607025246981
EPSRC,EP/M507118/1,University of Sussex,Sch of Engineering and Informatics,Research Grant,Weir,David,NA,NA,NA,NA,NA,NA,In the Hands of the Analyst: Unlocking the value of social media for professional market research,2014-09-01,2015-08-31,43623,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/M507118/1,F2CA944C-5D73-41EE-A516-7CFE39E74EE2,798CB33D-C79E-4578-83F2-72606407192C,A8967420-49D3-4509-9912-25FB3EC75B74,12618C57-F33F-4292-9753-5A263D162042,364,119.8434065934066
