FundingOrgName,ProjectReference,LeadROName,Department,ProjectCategory,PISurname,PIFirstName,PIOtherNames,PI ORCID iD,StudentSurname,StudentFirstName,StudentOtherNames,Student ORCID iD,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,Region,Status,Classifications 1,Classifications 2,Classifications 3,Classifications 4,Classifications 5,Other Classifications,GTRProjectUrl,ProjectId,FundingOrgId,LeadROId,PIId,duration,price
EPSRC,EP/K036580/1,University of Oxford,Computer Science,Fellowship,Blunsom,Phil,NA,NA,NA,NA,NA,NA,Bayesian Models of Grammar Induction and Translation,2014-03-31,2019-06-07,939907,NA,NA,Closed,Artificial Intelligence,Comput./Corpus Linguistics,Psychology,Statistics & Appl. Probability,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K036580/1,0E213EF8-A19B-45CA-A68D-7F96861E743D,798CB33D-C79E-4578-83F2-72606407192C,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,6635B051-5D4A-406F-92CE-9BB91BAA3321,1894,496.2550158394931
EPSRC,EP/E034144/1,University of Kent,Sch of Computing,Fellowship,Marshall,Ian,William,NA,NA,NA,NA,NA,EPSRC Professorship - IRC Scoping Study,2006-07-01,2007-03-31,115747,NA,NA,Closed,Artificial Intelligence,Control Engineering,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E034144/1,8BBDDE76-A48E-4E74-8B1C-80B99A4A09FB,798CB33D-C79E-4578-83F2-72606407192C,C6D0044A-2CD2-4167-B90B-922AF53E361F,95970E44-9A3E-4E7C-87A7-7375D2F2B862,273,423.98168498168496
EPSRC,EP/J020532/1,Loughborough University,Information Science,Research Grant,Jackson,Thomas,NA,NA,NA,NA,NA,NA,EMOTIVE - Extracting the Meaning Of Terse Information in a geo-Visualisation of Emotion,2012-05-30,2013-05-29,88551,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,Information & Knowledge Mgmt,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J020532/1,1EFC2506-8881-4A70-90D9-B70B5BB13942,798CB33D-C79E-4578-83F2-72606407192C,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,0C6449A8-1F60-41D4-BA9E-4416B594CDA3,364,243.27197802197801
EPSRC,EP/S032487/1,University of Birmingham,School of Computer Science,Research Grant,Leonardis,Ales,NA,NA,NA,NA,NA,NA,BURG: Benchmarks for UndeRstanding Grasping,2019-11-01,2022-10-31,357129,NA,NA,Active,Artificial Intelligence,Image & Vision Computing,Robotics & Autonomy,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S032487/1,71120FF5-6A55-4BAB-9038-AC603028B359,798CB33D-C79E-4578-83F2-72606407192C,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,9C2D8593-EA64-4918-A394-C7BCBEDC9331,1095,326.14520547945204
EPSRC,EP/F033591/1,University of Warwick,Sch of Engineering,Research Grant,Leeson,Mark,Stephen,http://orcid.org/0000-0003-0367-6228,NA,NA,NA,NA,Network Coding via Evolutionary Algorithms,2008-09-01,2011-08-31,338583,NA,NA,Closed,Artificial Intelligence,Networks & Distributed Systems,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F033591/1,B3764C90-33C8-4887-B363-A9A816897A07,798CB33D-C79E-4578-83F2-72606407192C,B6FB652A-60C3-48DD-9A33-075D1F759B48,ACF0682A-8B13-41CD-8878-74F166347D4E,1094,309.4908592321755
EPSRC,EP/H042741/1,University of Dundee,Duncan of Jordanstone College,Research Grant,Woods,Mel,NA,NA,NA,NA,NA,NA,Sandpit: SerenA - Chance Encounters in the Space of Ideas,2010-06-01,2013-11-30,1538294,NA,NA,Closed,Artificial Intelligence,Cognitive Science Appl. in ICT,Human-Computer Interactions,Information & Knowledge Mgmt,Media & Communication Studies,Multimedia,https://gtr.ukri.org:443/projects?ref=EP/H042741/1,E7EA318C-2193-47FB-BA5C-B96872289F9A,798CB33D-C79E-4578-83F2-72606407192C,90051600-6EF2-4093-BA8C-2B4B6F550895,AE1274F7-E22A-45BD-BA63-91189F0ED6D1,1278,1203.6729264475744
EPSRC,EP/J021628/1,Edinburgh Napier University,Computing,Research Grant,Hart,Emma,NA,NA,NA,NA,NA,NA,Real World Optimisation with Life-Long Learning,2013-01-01,2015-12-31,238068,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J021628/1,5F63532D-88D4-4466-BED6-C694EE909FCC,798CB33D-C79E-4578-83F2-72606407192C,0740327D-1A22-41B4-82F9-1CC65BB29610,21BB78AA-C586-4D11-ADEA-98A300C78DD2,1094,217.6124314442413
EPSRC,EP/T005408/1,University College London,Medical Physics and Biomedical Eng,Research Grant,Olivo,Alessandro,NA,NA,NA,NA,NA,NA,Nikon-UCL Prosperity Partnership on Next-Generation X-Ray Imaging,2020-02-01,2025-01-31,2283598,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T005408/1,10982572-470A-44B4-A4C4-A8EC1BA41B04,798CB33D-C79E-4578-83F2-72606407192C,3A5E126D-C175-4730-9B7B-E6D8CF447F83,9929E72C-7C05-4DF8-B360-5E02DB7BA057,1826,1250.6013143483024
EPSRC,EP/V029797/1,Diamond Light Source,Physical Sciences,Research Grant,Slater,Thomas,NA,http://orcid.org/0000-0003-0372-1551,NA,NA,NA,NA,Automating electron microscopy: machine learning for cluster identification,2021-04-01,2022-09-30,183370,NA,NA,Active,Artificial Intelligence,Materials Synthesis & Growth,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V029797/1,1184AD3F-81EC-4910-8963-A961B812C3E5,798CB33D-C79E-4578-83F2-72606407192C,07883787-C252-44BB-81D1-81AECF29A9A1,8C165904-F002-452C-8478-DA1024DA7667,547,335.2285191956124
EPSRC,EP/E061397/1,University of Liverpool,Computer Science,Research Grant,Wooldridge,Michael,NA,NA,NA,NA,NA,NA,Logic for Automated Mechanism Design and Analysis (LAMDA),2007-10-01,2010-09-30,271317,NA,NA,Closed,Artificial Intelligence,Fundamentals of Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E061397/1,C70FBF3B-F2E9-463B-846F-A65B5250D831,798CB33D-C79E-4578-83F2-72606407192C,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,4A9120E1-EC2A-4EE7-B5F9-C7BD15A61C76,1095,247.7780821917808
EPSRC,EP/J004197/1,University College London,Civil Environmental and Geomatic Eng,Research Grant,Cheng,Tao,NA,NA,NA,NA,NA,NA,"Crime, Policing and Citizenship (CPC) - Space-Time Interactions of Dynamic Networks",2012-04-01,2016-06-30,1400234,NA,NA,Closed,Artificial Intelligence,Complexity Science,Information & Knowledge Mgmt,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J004197/1,F6317A3F-AD3D-44A8-A1B4-936908B49389,798CB33D-C79E-4578-83F2-72606407192C,3A5E126D-C175-4730-9B7B-E6D8CF447F83,AE1C4F66-262A-4B5F-BFA0-CFCEFB63A74C,1551,902.7943262411347
EPSRC,EP/T02450X/1,University of Sheffield,Computer Science,Research Grant,Villavicencio,Aline,NA,http://orcid.org/0000-0002-3731-9168,NA,NA,NA,NA,Modeling Idiomaticity in Human and Artificial Language Processing,2020-12-01,2023-11-30,446163,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T02450X/1,6295814E-A86C-47EA-843E-AE3AB44F3B57,798CB33D-C79E-4578-83F2-72606407192C,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,A175165D-144F-4EB6-82E9-27C78E1F3F4C,1094,407.827239488117
EPSRC,EP/W004755/1,Imperial College London,Dept of Surgery and Cancer,Research Grant,Mylonas,George,NA,http://orcid.org/0000-0003-3725-5843,NA,NA,NA,NA,MAESTRO Jr. - Multi-sensing AI Environment for Surgical Task &amp; Role Optimisation,2021-10-01,2022-12-31,301430,NA,NA,Active,Artificial Intelligence,Computer Graphics & Visual.,Digital Signal Processing,Human-Computer Interactions,Networks & Distributed Systems,NA,https://gtr.ukri.org:443/projects?ref=EP/W004755/1,8799DA1B-E687-44D8-95EF-B84222F584ED,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,34E5B78F-1FAB-43BA-B38E-E40AEC2147CE,456,661.030701754386
EPSRC,EP/I032037/1,Heriot-Watt University,S of Mathematical and Computer Sciences,Research Grant,Aylett,Ruth,NA,http://orcid.org/0000-0002-8606-5571,NA,NA,NA,NA,"RIDERS: Research In Interactive Drama Environments, Role-Play and Story-telling",2011-09-01,2015-05-01,106744,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,Human-Computer Interactions,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I032037/1,8AB17C3E-2DCC-410D-9D05-BD9C828D49CD,798CB33D-C79E-4578-83F2-72606407192C,E5A82D2C-5AD4-488A-ACFF-566345A5D6DA,E8BF8ED4-344F-4317-8331-A037630C037C,1338,79.77877428998505
EPSRC,EP/D058201/1,Aberystwyth University,Computer Science,Research Grant,Neal,Mark,James,NA,NA,NA,NA,NA,iKAPP: an intelligent kite aerial photography platform,2006-08-01,2008-01-31,84920,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D058201/1,5E68E657-03E6-4547-A8D5-CE0E40437AC8,798CB33D-C79E-4578-83F2-72606407192C,E4757A6E-7326-472B-9979-B47D77A65446,889AB8A6-DFBE-4651-A16E-665EB1611A0A,548,154.96350364963504
EPSRC,EP/R005400/1,Cranfield University,Cranfield Defence and Security,Research Grant,Aouf,Nabil,NA,NA,NA,NA,NA,NA,Pothole Identification and Management Autonomous System,2017-03-29,2019-01-31,150944,NA,NA,Closed,Artificial Intelligence,Image & Vision Computing,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R005400/1,365FF502-B977-45C0-B321-C18408CEB1E8,798CB33D-C79E-4578-83F2-72606407192C,F45A4578-F962-4EFA-9CC1-9F2FF4F760AE,E2FF2E54-827D-49B9-8281-46B5ECA073FB,673,224.2852897473997
EPSRC,EP/D076226/1,University of Bristol,Biological Sciences,Research Grant,Franks,Nigel,NA,NA,NA,NA,NA,NA,Radio frequency identification and tracking of individual ants engaged in colony scale division of labour,2007-01-01,2009-12-31,246863,NA,NA,Closed,Artificial Intelligence,Complexity Science,New & Emerging Comp. Paradigms,Population Ecology,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/D076226/1,C812A3EB-A4E9-4137-AF78-AEF65D0C03E0,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,829C8EDC-0EEB-4090-99F9-7AF13558EAA0,1095,225.44566210045662
EPSRC,EP/G060347/1,University of Dundee,School of Computing,Research Grant,Reed,Chris,NA,http://orcid.org/0000-0002-6849-1374,NA,NA,NA,NA,Dialectical Argumentation Machines,2009-10-01,2013-03-30,561058,NA,NA,Closed,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/G060347/1,96398258-F662-46D8-9D31-9BF7CC9AFB52,798CB33D-C79E-4578-83F2-72606407192C,90051600-6EF2-4093-BA8C-2B4B6F550895,CE70B730-D022-47FF-B9C1-40BBFF20F918,1276,439.70062695924764
EPSRC,EP/W00058X/1,University of Manchester,Chem Eng and Analytical Science,Research Grant,Gardner,Peter,NA,http://orcid.org/0000-0003-4034-3764,NA,NA,NA,NA,Integrating Clinical Infrared and Raman Spectroscopy with digital pathology and AI: CLIRPath-AI,2021-06-01,2025-05-31,799226,NA,NA,Active,Artificial Intelligence,Medical Imaging,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/W00058X/1,5B8AD322-DDB1-41D5-8A78-8C54491B0ADB,798CB33D-C79E-4578-83F2-72606407192C,68D0E3C9-9246-4CFC-B5E9-48584CF82993,549E075D-A553-4C64-A764-50C663674547,1460,547.4150684931507
EPSRC,EP/T005637/1,University of Cambridge,Engineering,Research Grant,Turner,Richard,Eric,NA,NA,NA,NA,NA,"Machine Learning for Tomorrow: Efficient, Flexible, Robust and Automated",2020-02-01,2025-01-31,1639368,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/T005637/1,E5362C9D-A062-4D8E-9987-AAC0B120E75A,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,465A95CE-B9CC-4267-AA3E-CB35040AFDDD,1826,897.7918948521358
EPSRC,EP/N019423/1,University of Reading,Sch of Psychology and Clinical Lang Sci,Research Grant,Glennerster,Andrew,NA,http://orcid.org/0000-0002-8674-2763,NA,NA,NA,NA,"Understanding Scenes and Events through Joint Parsing, Cognitive Reasoning and Lifelong Learning",2016-02-01,2022-02-28,738942,NA,NA,Active,Artificial Intelligence,Cognitive Psychology,Image & Vision Computing,Vision & Senses - ICT appl.,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/N019423/1,29D984FF-A8CB-4EC2-9389-AD464BFBD742,798CB33D-C79E-4578-83F2-72606407192C,E89C3602-0FB4-4044-A918-58966B8A10B2,2646F1BE-DBD2-411B-9D89-C143536D1D43,2219,333.00675980171246
EPSRC,EP/V026747/1,University of York,Computer Science,Research Grant,Calinescu,Radu,NA,NA,NA,NA,NA,NA,UKRI Trustworthy Autonomous Systems Node in Resilience,2020-11-01,2024-04-30,3033177,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,Mathematical Aspects of OR,Robotics & Autonomy,Sociology,NA,https://gtr.ukri.org:443/projects?ref=EP/V026747/1,23B8B4D4-A51D-4F7A-A667-A519E8329860,798CB33D-C79E-4578-83F2-72606407192C,8319F78A-DCBD-49F6-BE00-78E1CD75CDA9,81F43B2E-2223-40C7-BE89-A2E391560256,1276,2377.097962382445
EPSRC,TS/G002916/1,University of Dundee,Electronic Engineering and Physics,Research Grant,Gillespie,William,Allan,NA,NA,NA,NA,NA,3D World,2009-01-01,2011-12-31,270440,NA,NA,Closed,Artificial Intelligence,Computer Graphics & Visual.,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=TS/G002916/1,F89377D4-6132-4F47-8727-A03932DCBD71,798CB33D-C79E-4578-83F2-72606407192C,90051600-6EF2-4093-BA8C-2B4B6F550895,92B964F3-EAC4-4A81-B49C-FA393D59B763,1094,247.20292504570384
EPSRC,EP/V006673/1,Imperial College London,Dept of Computing,Research Grant,Cully,Antoine,NA,http://orcid.org/0000-0002-3190-7073,NA,NA,NA,NA,REcoVER: Learning algorithms for REsilient and VErsatile Robots,2021-03-01,2023-02-28,285285,NA,NA,Active,Artificial Intelligence,Robotics & Autonomy,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V006673/1,8E385200-519F-46E3-80C6-C2318A4E3A06,798CB33D-C79E-4578-83F2-72606407192C,46387D84-F71E-4B7D-8C7D-9C288F113510,C66DDA84-9B4D-446A-9F81-9CCD6989B5BD,729,391.3374485596708
EPSRC,EP/F057997/1,Brunel University,Sch of Engineering and Design,Research Grant,Teodorescu,Liliana,NA,NA,NA,NA,NA,NA,Gene Expression Programming - a new machine learning technique for supervised and unsupervised classification,2008-10-01,2012-03-31,249001,NA,NA,Closed,Artificial Intelligence,New & Emerging Comp. Paradigms,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/F057997/1,EC25B8C3-75DA-4188-8317-ECFE5A0A2CD7,798CB33D-C79E-4578-83F2-72606407192C,BECA2763-0902-40AA-8DB2-836A5731CF58,020134E7-E8DB-4A30-A177-9DB11BCAB597,1277,194.98903680501175
EPSRC,EP/I032916/1,University of Edinburgh,Sch of Informatics,Research Grant,Keller,Frank,NA,NA,NA,NA,NA,NA,An integrated model of syntactic and semantic prediction in human language processing,2011-09-15,2015-02-28,329561,NA,NA,Closed,Artificial Intelligence,Cognitive Science Appl. in ICT,Comput./Corpus Linguistics,Human Communication in ICT,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/I032916/1,574C6E7B-BEB5-4EBE-A4AD-E74DCE0B3910,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,41AD09AE-E650-4032-9E0B-7CA13D100EE9,1262,261.1418383518225
EPSRC,EP/P009204/1,University of Essex,Computer Sci and Electronic Engineering,Research Grant,Poli,Riccardo,NA,NA,NA,NA,NA,NA,ONR-15-FOA-0011 MURI Topic #3 - Closed-Loop Multisensory Brain-Computer Interface for Enhanced Decision Accuracy,2016-11-01,2022-05-31,865431,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/P009204/1,E55B4879-8FE7-40AD-8E09-E5A6D326EA59,798CB33D-C79E-4578-83F2-72606407192C,ED6A6B32-663C-4A62-A33B-2C6A68E2E102,83F9583C-4526-4F2F-9C5F-81988EEA2E1D,2037,424.8556701030928
EPSRC,EP/L02358X/1,University of Edinburgh,Edinburgh College of Art,Research Grant,Speed,Chris,NA,NA,NA,NA,NA,NA,Connected High Street,2014-08-01,2016-06-30,306871,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,Mobile Computing,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/L02358X/1,1D0CE9E2-74FB-4AAA-BD6B-F96B283FB61A,798CB33D-C79E-4578-83F2-72606407192C,2DB7ED73-8E89-457A-A395-FAC12F929C1A,ADDE3750-CED3-4CA4-A303-BAD32A0C4A82,699,439.0143061516452
EPSRC,EP/L020319/1,University of Glasgow,School of Mathematics & Statistics,Research Grant,Husmeier,Dirk,NA,http://orcid.org/0000-0003-1673-7413,NA,NA,NA,NA,Computational inference of biopathway dynamics and structures,2014-11-17,2017-11-16,341824,NA,NA,Closed,Artificial Intelligence,Statistics & Appl. Probability,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/L020319/1,57C99FC6-DF22-463A-958F-E5056B2B0191,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,B54BBE3E-FF39-4C4E-945D-4D780C603B6E,1095,312.16803652968036
EPSRC,EP/E01142X/1,University of Glasgow,School of Computing Science,Research Grant,Ounis,Iadh,NA,NA,NA,NA,NA,NA,Intelligent access to foreign data models,2007-07-16,2009-10-15,212650,NA,NA,Closed,Artificial Intelligence,Information & Knowledge Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E01142X/1,CE233B58-3D9D-45FC-A07B-E9EC15D1A4E3,798CB33D-C79E-4578-83F2-72606407192C,AE58F21F-3622-4382-97BB-1359BD183E9F,5BD4C858-CEC2-435B-BEFA-07D4D4CFFCCD,822,258.698296836983
EPSRC,EP/J008427/1,University of Sheffield,Computer Science,Research Grant,Stevenson,Mark,NA,NA,NA,NA,NA,NA,Language Processing for Literature Based Discovery in Medicine,2012-06-01,2015-05-31,293126,NA,NA,Closed,Artificial Intelligence,Bioinformatics,Comput./Corpus Linguistics,Information & Knowledge Mgmt,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/J008427/1,4CE8E89E-7106-4B47-AD16-DDB5F8EF2124,798CB33D-C79E-4578-83F2-72606407192C,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,691E54C8-0677-4FF8-8C9B-BAED6B8157BC,1094,267.9396709323583
EPSRC,EP/R024367/1,University of Cambridge,Engineering,Fellowship,Velu,Chander,NA,NA,NA,NA,NA,NA,Business Model Innovation for Intelligent Automation: Unpacking the Productivity Paradox,2018-10-01,2023-09-30,1268021,NA,NA,Active,Artificial Intelligence,Human-Computer Interactions,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R024367/1,9D5AC1E7-7F89-434F-BC7E-F8EF70408AA0,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,626A612E-24FC-4254-946E-D5EB30F3E612,1825,694.8060273972603
EPSRC,EP/E035760/1,University of Cambridge,Chemical Engineering and Biotechnology,Research Grant,Vassiliadis,Vassilis,NA,NA,NA,NA,NA,NA,Novel line search procedure for very large scale optimisation,2007-05-01,2009-04-30,168389,NA,NA,Closed,Artificial Intelligence,Mathematical Aspects of OR,Software Engineering,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/E035760/1,83655B5D-C346-49E6-A325-F8228BD7A4B6,798CB33D-C79E-4578-83F2-72606407192C,D1774113-D5D2-4B7C-A412-66A90FE4B96F,2354A49D-6EA4-4DA6-B4E0-3C462AE12079,730,230.66986301369863
EPSRC,EP/V026518/1,University of Bristol,Aerospace Engineering,Research Grant,Windsor,Shane,NA,NA,NA,NA,NA,NA,UKRI Trustworthy Autonomous Systems Node in Functionality,2020-11-01,2024-04-30,3315003,NA,NA,Active,Artificial Intelligence,Control Engineering,Ethics,Robotics & Autonomy,Software Engineering,NA,https://gtr.ukri.org:443/projects?ref=EP/V026518/1,6D0A4054-D3D1-48AC-A5C6-F0EE87E624A3,798CB33D-C79E-4578-83F2-72606407192C,4A348A76-B2D0-4DDD-804A-CE735A6D3798,19678DF2-088D-4FF4-9640-864D603101C9,1276,2597.9647335423197
EPSRC,EP/V062506/1,King's College London,Informatics,Research Grant,Coles,Andrew,Ian,NA,NA,NA,NA,NA,COHERENT: COllaborative HiErarchical Robotic ExplaNaTions,2021-04-01,2024-03-31,188318,NA,NA,Active,Artificial Intelligence,NA,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/V062506/1,1BF440F7-FFEC-4321-954B-C87A17B90F3D,798CB33D-C79E-4578-83F2-72606407192C,318B5D98-4CB4-4B10-A876-08FC93071A56,F2C0B3E8-6BC2-41F8-9F3B-C128EB3226F0,1095,171.9799086757991
EPSRC,EP/S001387/1,Swansea University,School of Engineering,Fellowship,Giannetti,Cinzia,NA,NA,NA,NA,NA,NA,"Transfer Learning for Robust, Resilient and Transferable Cyber Manufacturing Systems",2018-06-29,2021-12-31,477185,NA,NA,Active,Artificial Intelligence,Manufact. Enterprise Ops& Mgmt,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/S001387/1,0B622527-8F59-4C81-BE8F-DBE2E9CFEE8B,798CB33D-C79E-4578-83F2-72606407192C,AB307619-D4FA-427E-A042-09DBEBA84669,68B70A70-423C-4EE6-AFCD-6D8AE5C9480E,1281,372.5097580015613
EPSRC,EP/K012797/1,University of Dundee,School of Computing,Research Grant,Waller,Annalu,NA,http://orcid.org/0000-0002-3009-8040,NA,NA,NA,NA,Stories at the Dentist.,2013-01-01,2014-09-30,293221,NA,NA,Closed,Artificial Intelligence,Human-Computer Interactions,Psychology,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K012797/1,703CA69C-6E5B-4F22-B163-F82B11148F55,798CB33D-C79E-4578-83F2-72606407192C,90051600-6EF2-4093-BA8C-2B4B6F550895,D39AEAB1-A444-419E-A2F0-D78D0F489CFE,637,460.31554160125586
EPSRC,EP/R03298X/1,University of Surrey,Vision Speech and Signal Proc CVSSP,Research Grant,Bowden,Richard,NA,NA,NA,NA,NA,NA,ExTOL: End to End Translation of British Sign Language,2018-07-01,2022-06-30,971921,NA,NA,Active,Artificial Intelligence,Computational Linguistics,Image & Vision Computing,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R03298X/1,B0DD9FA6-609D-465A-9A58-F512E7EBFE55,798CB33D-C79E-4578-83F2-72606407192C,67B34D05-3A52-4A09-8FF9-F2398D60E246,1CEC5A55-AE07-4A25-B172-EAAE8397BF64,1460,665.6993150684932
EPSRC,EP/R028842/1,Loughborough University,"Wolfson Sch of Mech, Elec & Manufac Eng",Research Grant,Coupland,Jeremy,Michael,NA,NA,NA,NA,NA,Revisiting optical scattering with machine learning (SPARKLE),2018-06-01,2021-05-31,196575,NA,NA,Active,Artificial Intelligence,Manufacturing Machine & Plant,Optoelect. Devices & Circuits,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/R028842/1,6BC7C9E8-A717-438A-9B0E-F35357907105,798CB33D-C79E-4578-83F2-72606407192C,CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF,21371093-3605-4970-BEF4-BCE779254705,1095,179.5205479452055
EPSRC,EP/K024272/1,University of Sheffield,Computer Science,Research Grant,Specia,Lucia,NA,http://orcid.org/0000-0002-5495-3128,NA,NA,NA,NA,Modelling Discourse in Statistical Machine Translation,2013-12-01,2015-05-31,99126,NA,NA,Closed,Artificial Intelligence,Comput./Corpus Linguistics,NA,NA,NA,NA,https://gtr.ukri.org:443/projects?ref=EP/K024272/1,70165E9A-6C24-49DB-8AAC-E04A6DBA8040,798CB33D-C79E-4578-83F2-72606407192C,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,5C19FCF1-DD84-4DA4-84FF-F2BD710498CA,546,181.54945054945054
EPSRC,EP/S035869/1,University of Manchester,Social Sciences,Research Grant,Barrett,Emma,NA,http://orcid.org/0000-0003-0762-5196,NA,NA,NA,NA,"SPRITE+: The Security, Privacy, Identity, and Trust Engagement NetworkPlus",2019-09-01,2023-08-31,1386195,NA,NA,Active,Artificial Intelligence,Fundamentals of Computing,Human-Computer Interactions,Information & Knowledge Mgmt,Networks & Distributed Systems,Software Engineering,https://gtr.ukri.org:443/projects?ref=EP/S035869/1,D8395A4B-EA3B-4091-8E4F-F407E6903FA6,798CB33D-C79E-4578-83F2-72606407192C,68D0E3C9-9246-4CFC-B5E9-48584CF82993,1569874E-B8EC-4E97-AC50-5730C5A70796,1460,949.4486301369863
